asunto,categoria
"Número total de cultivos afectados por la zona de exclusión de la erupción volcánica de la palma, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Objetivos fijados para la plataforma canarian market para el primer semestre de 2022, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Objetivos marcados para la elaboración de la estrategia transición justa, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Obras a incluir en el protocolo general con el gobierno de españa por el que se definen las actuaciones a seguir para el cumplimiento de la directiva 2000/60/ce, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Obras de mantenimiento de recursos residenciales para menores bajo el sistema de protección durante 2020, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",INDUSTRIA
"Obras de mantenimiento de recursos residenciales para menores bajo el sistema de protección durante 2021, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",INDUSTRIA
"Obras de mantenimiento de recursos residenciales para menores migrantes durante 2020, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",INDUSTRIA
"Obras de mantenimiento de recursos residenciales para menores migrantes durante 2021, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",INDUSTRIA
"Obras incluidas en el protocolo general con el gobierno de españa por el que se definen las actuaciones a seguir para el cumplimiento de la directiva 2000/60/ce, que se pretenden financiar con cargo a los fondos europeos, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Obras previstas en escuelas infantiles durante 2022, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",INDUSTRIA
"Obras previstas en los recursos residenciales para menores migrantes durante 2022, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",INDUSTRIA
"Obras previstas para el mantenimiento de recursos residenciales para menores bajo el sistema de protección durante 2022, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",INDUSTRIA
"Obras que se encuentran incluidas en el protocolo general con el gobierno de españa por el que se definen las actuaciones a seguir para el cumplimiento de la directiva 2000/60/ce, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Operaciones de aval e importe total que ha otorgado avalcanarias desde 2020, distribuido por islas, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.",ASUNTOS FINANCIEROS
"Órganos que van a gestionar los fondos del mecanismo de recuperación y resiliencia, dirigida a la sra. consejera de economía, conocimiento y empleo.",ECONOMÍA
"Pasos que quedan para la plena eficacia de la concertación social emanada de la ley de servicios sociales, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Personal especializado en la atención a la salud mental incorporado en la isla de la palma desde el inicio de la erupción volcánica, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Pertenencia de las instalaciones de la escuela de arte de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Plan desarrollado para abordar el tratamiento de las enfermedades raras, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Plan para reducir las listas de espera durante 2022, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Plan previsto para dotar de más oncólogos al servicio canario de la salud, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Planes en cuanto a la continuidad o traslado de la actividad de la cementera sita en el puerto de santa águeda, en arguineguín, gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"Planes estratégicos de la lucha canaria y de los juegos y deportes autóctonos aprobados, en consonancia con la disposición adicional cuarta de la ley 1/2019, de 30 de enero, de la actividad física y el deporte de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",ASUNTOS SOCIALES
"Planes para el solar sobre el que se asienta el antiguo colegio de villaverde, en fuerteventura, y para esas instalaciones, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",INDUSTRIA
"Planificación en el hierro para dar solución a los alumnos que finalizan su etapa en las aulas enclave, y necesitan mayor tiempo de aprendizaje y adaptación de tránsito a la vida adulta, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Planificación para la escuela de arte de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Planteamiento de campaña publicitaria destinada a evitar el expolio de conchas, rodolitos, piedra o arena de nuestras playas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Plazo para conseguir el objetivo de las 26000 unidades de acreditaciones de las cualificaciones profesionales, dirigida al gobierno.",VIDA POLÍTICA
"Plazo previsto para el comienzo de las obras del anillo insular de tenerife entre los municipios de icod de los vinos y san juan de la rambla, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"Plazos para proceder a la apertura de la oficina de la agencia tributaria canaria en icod de los vinos, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.",ASUNTOS FINANCIEROS
"Posibilidad de instalación de una cubierta en la cancha exterior del ceip la oliva, en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Posibles soluciones para paliar las repercusiones de la segunda fase de la vía gc-2 casco-risco de agaete, dirigida a la sr. consejero de obras públicas, transportes y vivienda.",TRANSPORTES
"Precepto legal por el que se ha dado de baja de oficio a dos alumnos del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Presupuesto dedicado al bono turístico por todos los conceptos, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Presupuesto destinado para el tratamiento de enfermedades raras, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Presupuesto destinado para proyectos de formación en alternancia con el empleo durante 2021, dirigida a la sra. consejera de economía, conocimiento y empleo.",TRABAJO Y EMPLEO
"Presupuesto destinado para proyectos de formación en alternancia con el empleo para 2022, dirigida a la sra. consejera de economía, conocimiento y empleo.",TRABAJO Y EMPLEO
"Presupuesto invertido en fitur 2022, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Presupuesto para ayudas al desplazamiento para estudiantes fuera de su isla durante 2022, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Previsión de actualización del censo de vertidos desde tierra al mar elaborado en 2017, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Previsión de algún cambio en el modelo de gestión para el instituto canario de hemodonación y hemoterapia, sentido, planificación temporal, figura jurídica y repercusiones para sus trabajadores, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Previsión de algún tipo de ayuda, subvención o inversión en el distrito de anaga de santa cruz de tenerife en el presente ejercicio presupuestario, dirigida a la sra. consejera de agricultura, ganadería y pesca.",ECONOMÍA
"Previsión de alguna medida en relación a la transposición de las directivas europeas en defensa de los derechos de los consumidores, dirigida al gobierno.",ASUNTOS SOCIALES
"Previsión de cesión de uso de las instalaciones de la escuela unitaria del puerto de la estaca al ayuntamiento de valverde, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Previsión de constituir una mesa de trabajo para concretar la aplicación de la lomloe en relación con las materias de economía, emprendimiento y finanzas, a impartir en eso y bachillerato, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Previsión de construcción de las nuevas aulas del ceip eduardo rivero ramos, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Previsión de convocatoria para 2022 de las subvenciones de autoconsumo de energías renovables en el sector residencial,  dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Previsión de convocatoria para 2022 de las subvenciones para la mejora de la eficiencia energética y el uso de energías renovables en empresas y edificios residenciales, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Previsión de convocatoria para 2022 de las subvenciones para la mejora de la eficiencia energética y el uso de energías renovables en infraestructuras públicas, incluidos los edificios públicos,  dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Previsión de cumplir con el compromiso expresado en el pleno de 26 de octubre, para convocar de forma inmediata cuatro plazas de jefatura de servicio en la plantilla orgánica del huc, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Previsión de desarrollo reglamentario de la actividad de intervención administrativa sobre las explotaciones de energía geotérmica que ordena la disposición final decimotercera del decreto ley 15/2020 de 10 de septiembre, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Previsión de dotar al valle de aridane de una ambulancia con carácter permanente para atender las necesidades de los afectados por el volcán, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Previsión de elaborar e implantar un plan específico de atención psicológica para atender a los afectados por el volcán, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Previsión de empezar las obras de techado en el ceip el puertito, en güímar,  dirigida a la sra. consejera de educación, universidades, cultura y deportes.",INDUSTRIA
"Previsión de inicio de las obras para la construcción de un nuevo centro educativo en la costa de arico, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",INDUSTRIA
"Previsión de la evolución de la economía canaria para este año, dirigida a la sra. consejera de economía, conocimiento y empleo.",ECONOMÍA
"Previsión de puesta en marcha de ayuda económica transitoria para pensionistas emigrantes canarios-venezolanos retornados, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Previsión de puesta en marcha de iniciativas para mejorar la oferta de formación básica inicial en el hierro, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Previsión de realización de test de antígenos en los centros educativos entre el alumnado y personal docente y no docente, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Previsión de recuperación de la actividad normalizada en todos los centros de mayores de las palmas de gran canaria, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Previsión de regular el camping y caravanas como actividad turística y/o producto turístico, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Previsión de reposición de las viviendas de el matorral, en san bartolomé de tirajana, dirigida al sr. consejero de obras públicas, transportes y vivienda.",ASUNTOS SOCIALES
"Previsión de retirada de amianto del ceip alcalde diego trujillo rodríguez, en gáldar, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Previsión de revisar los ratios del alumnado de la escuela de capacitación agraria de tacoronte este año, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Previsión de traslado de oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín para pasar consultas, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Previsión de un cambio de modelo de gestión en el instituto canario de hemodonación y hemoterapia que incluya la privatización del servicio, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Previsión para la construcción de un nuevo colegio en abades, arico, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",INDUSTRIA
"Previsiones con el nuevo plan estratégico para las escuelas que son titularidad del gobierno, pero dependen de la consejería de derechos sociales, igualdad, diversidad y juventud, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Previsiones de construcción de un edificio propio para la escuela de arte de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",INDUSTRIA
"Previsiones de recoger en el pliego de condiciones el aumento del personal incluyendo plazas de enfermería, para la atención de los usuarios del cadf de el sauzal, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Previsiones para construir el consultorio local en antigua, dirigida al sr. consejero de sanidad.",INDUSTRIA
"Previsiones respecto a la construcción de dos aulas y un baño en el ceip el tostón, en el cotillo, dirigida a la sra. consejera de educación universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Programación o cronología prevista para la puesta en funcionamiento de la nueva unidad de hemodinámica en el hospital general de fuerteventura, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Programas de atención a la infancia y a la familia para el desarrollo integral de los menores que se han desarrollado durante 2020, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Programas de atención a la infancia y a la familia para el desarrollo integral de los menores que se han desarrollado durante 2021, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Protocolo que existe para la recogida de los desechos sanitarios en el hospital general de fuerteventura, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Protocolo que se aplica a un joven inmigrante no acompañado desde que ingresa en el centro de acogida hasta que se determina su edad real, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Proyectos para la construcción de viviendas de protección oficial en guía de isora, dirigida al sr. consejero de obras públicas, transportes y vivienda.",ASUNTOS SOCIALES
"Proyectos previstos en infraestructuras viarias en lanzarote, dirigida al sr. consejero de obras públicas, transportes y vivienda.",INDUSTRIA
"Proyectos que se han acogido al plan de recuperación, transformación y resiliencia puesto en marcha por el gobierno de españa, a partir de los fondos next generation eu, dirigida a la sra. consejera de economía, conocimiento y empleo.",ECONOMÍA
"Queserías que se han acogido a la campaña del gobierno de canarias sobre la venta de quesos en los hoteles de canarias y las cantidades que se han comprado a cada una de ellas, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Ralentización de la obra de reforma del consultorio local de cardones, desde mediados del mes de febrero, dirigida al sr. consejero de sanidad.",INDUSTRIA
"Razón de la baja ejecución de las actuaciones referida a los fondos europeos recibidos por la comunidad autónoma en 2021, del programa mrr, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.",ASUNTOS FINANCIEROS
"Razón de la no ejecución del plan canario de infraestructura educativa 2018-2025 en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Razón del traslado de oncólogos desde fuerteventura al complejo hospitalario de gran canaria doctor negrín para pasar consultas, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Razón para que no se recurriera a un proveedor habitual de material sanitario en el contrato de mascarillas, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Razón por la que las obras del paseo marítimo de puerto del rosario están paradas, dirigida a la sra. consejera de turismo, industria y comercio.",INDUSTRIA
"Razones para que se considere que el parque eólico fuerteventura renovables i, en la oliva, no está caducado, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Razones por las que no se amplía el número de usuarios en el centro de día de mayores de abades, en arico, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Realización de acciones para promover la aprobación de planes de igualdad en las administraciones públicas, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",ASUNTOS SOCIALES
"Realización de algún análisis de aguas afectadas por vertido ilegal al mar de aguas residuales a través del emisario submarino de el teatro, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Realización de investigación en relación a la expulsión de dos alumnos del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Realización de protocolo para la alimentación materna en las escuelas infantiles, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Realización de pruebas de detección vih en todas las islas, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Realización de tareas por parte del personal contratado en el programa extraordinario de empleo social denominado puerto se mueve 2020, dirigida a la sra. consejera de economía, conocimiento y empleo.",TRABAJO Y EMPLEO
"Recursos destinados para ayudar a los municipios de el hierro en materia de educación de 0 a 3 años, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Recursos económicos que han sido destinados a las diferentes administraciones palmeras para la ejecución del plan de empleo extraordinario, dirigida a la sra. consejera de economía, conocimiento y empleo.",ECONOMÍA
"Reparto de la ejecución del proyecto 216g0141, denominado uso y calidad tic en el entorno educativo, por importe de 1.000.000 de euros para la isla de fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Requisitos o condiciones administrativas y temporales asociadas a la financiación que deben cumplir las obras del paseo marítimo de puerto del rosario,  dirigida a la sra. consejera de turismo, industria y comercio.",INDUSTRIA
"Requisitos o condiciones administrativas y temporales que deben cumplir las obras de primero de mayo, en puerto del rosario, para cumplir con la financiación, dirigida a la sra. consejera de turismo, industria y comercio.",INDUSTRIA
"Responsabilidad que asumen el centro educativo y la consejería, respecto a la expulsión de dos alumnos del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Resultado conseguido con el operativo de rastreo del mosquito aedes aegypti en la palma, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Resultado conseguido con el operativo de rastreo del mosquito aedes aegypti en la palma, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Reuniones de coordinación entre las diferentes administraciones públicas para valorar y buscar soluciones a la continuidad o traslado de la actividad de la cementera en el puerto de santa águeda, en arguineguín, gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.",VIDA POLÍTICA
"Reuniones mantenidas con el ayuntamiento de la oliva para tratar el futuro del antiguo colegio de villaverde, en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Reuniones mantenidas con los afectados en el sector de la pesca profesional en relación a la normativa zec, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Reuniones mantenidas con los afectados en el sector de pesca de recreo en relación a la normativa zec, dirigida a la sra. consejera de agricultura, ganadería y pesca.","AGRICULTURA, SILVICULTURA Y PESCA"
"Si las docentes embarazadas reciben el protocolo adecuado de riesgos laborales, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Si las mascarillas modelo y marca 3m 1860 n95 son ffp2 o ffp3, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Si se plantea algún programa de educación ambiental destinado a escolares, relativo al uso racional y sostenible del agua para proteger la biodiversidad, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Situación de la relación de puestos de trabajo del hospital universitario de la palma, plazas ocupadas y vacantes y vínculo administrativo laboral, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Situación de las obras del ies guaza y previsión de finalización, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",INDUSTRIA
"Situación del expediente sancionador abierto a la residencia de mayores la milla, en santa maría de guía, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Situación en que se encuentran las obras del cae del sur, en fuerteventura, dirigida al sr. consejero de sanidad.",INDUSTRIA
"Situación en que se encuentran las obras del ies la lajita, en fuerteventura, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Situación jurídica de la concesión administrativa en suelo portuario para la actividad de la cementera en el puerto de santa águeda, en arguineguín, gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.",VIDA POLÍTICA
"Solicitud de la naviera fred olsen para operar en la ruta órzola-la graciosa, dirigida al sr. consejero de obras públicas, transportes y vivienda.",TRANSPORTES
"Solicitud del ayuntamiento de las palmas de gran canaria o de cualquier departamento del gobierno de canarias de realización de algún análisis de aguas afectadas por vertido ilegal al mar de aguas residuales a través del emisario de el teatro, dirigida al sr. consejero de sanidad.",ASUNTOS SOCIALES
"Solicitudes presentadas en tiempo y forma en relación a las ayudas para la realización de actuaciones de eficiencia energética en explotaciones agropecuarias, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Solicitudes que se han presentado en tiempo y forma para el programa de rehabilitación energética de edificios, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Solución para la entrada y salida de personas y vehículos a la entrada del barrio de la rambla, en san juan de la rambla, dirigida al sr. consejero de obras públicas, transportes y vivienda.",TRANSPORTES
"Solución que se le va a dar a dos alumnos afectados por un error del ies teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Soluciones a las quejas de la comunidad educativa del ceip punta larga, en candelaria, sobre la precariedad del servicio del comedor escolar producida al intentar privatizar este servicio, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Soluciones al problema ocurrido en el cementerio de las manchas a causa de la erupción del volcán en la palma, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",VIDA POLÍTICA
"Subvención realizada para cada cabildo dirigida a la atención de los menores extranjeros no acompañados con cargo a la subvención de 10 millones de euros de los fondos estatales, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Tiempo medio en dar de alta a los gestores y productores de residuos que lo solicitan en cumplimiento del real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Tiempo medio en dar registro de alta, baja o modificación a los talleres de vehículos como pequeños productores de residuos, en cumplimiento del real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Tiempo medio en días de espera para la recepción del reconocimiento del grado de discapacidad y para la revisión del grado de discapacidad, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Trabajo de los programas de nuevas masculinidades en la juventud, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.",ASUNTOS SOCIALES
"Trabajos que se han realizado al objeto de elaborar y aprobar la ley de mecenazgo deportivo de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",ASUNTOS SOCIALES
"Trámites que se están realizando en relación con el plan de charcos de canarias, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",MEDIO AMBIENTE
"Uso que se está dando a las instalaciones de la escuela unitaria del puerto de la estaca, el hierro, dirigida a la sra. consejera de educación, universidades, cultura y deportes.",EDUCACIÓN Y COMUNICACIÓN
"Usuarios que se han acogido al bono bonito que impulsa el consumo en la palma, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Visitas que ha recibido la nueva web de justicia, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.",VIDA POLÍTICA
"Visitas recibidas en el stand de la feria mic celebrada en barcelona, dirigida a la sra. consejera de turismo, industria y comercio.",ASUNTOS SOCIALES
"Situación de la planificación actuación tic-1: gran canaria prevista en el plan de desarrollo de la red de transporte de energía eléctrica 2015-2020, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",ENERGÍA
"Situación de la planificación actuación tic-2: gran canaria prevista en el plan de desarrollo de la red de transporte de energía eléctrica 2015-2020, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",ENERGÍA
"Situación de la planificación actuación tic-3: gran canaria prevista en el plan de desarrollo de la red de transporte de energía eléctrica 2015-2020, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",ENERGÍA
"Tecnologías de almacenamiento de energía que se pretenden implantar, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",ENERGÍA
"El enlace de la plataforma de la dirección general de energía, que permita a los interesados acceder a los expedientes en tramitación, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",ENERGÍA
"Las previsiones para garantizar que la población disponga de energía asequible como marca el ods 7, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial",ENERGÍA
"La posición del gobierno respecto al tratado sobre la carta de la energía, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",ENERGÍA
"El impacto en el sistema de producción de energía eléctrica durante la pandemia del covid-19, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",ENERGÍA
"Medidas impulsadas en materia de energía para consumidores domésticos, trabajadores autónomos, pymes y empresas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",ENERGÍA
"Previsión del plan de transición energética para el almacenamiento de la energía en fuerteventura, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",ENERGÍA
"Obras relacionadas con la energía y cronograma del plan de transición energética en fuerteventura, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.",ENERGÍA
"Conclusiones del encuentro con el gobierno de españa para conciliar medidas de ciencia e investigación frente al covid-19, dirigida a la sra. consejera de economía, conocimiento y empleo.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"Proyectos de investigación sobre covid-19 del hospital dr. negrín, dirigida al sr. consejero de sanidad.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"El plan de mejora de la financiación de la universidad y la investigación universitaria, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"Actuaciones de la agencia canaria de investigación, innovación y sociedad de la información para que quede operativa la señal de televisión en giniginámar (tuineje), dirigida a la sra. consejera de economía, conocimiento y empleo.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"Líneas extraordinarias de colaboración con las universidades canarias para un mayor apoyo a la investigación y la ciencia por la situación derivada del covid-19, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"El plan para la formación en el uso de drones y la aplicación de la biotecnología para prevenir daños en cultivos, dirigida a la sra. consejera de agricultura, ganadería y pesca.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"La implantación de tecnologías blockchain en el sector agrifood, dirigida a la sra. consejera de agricultura, ganadería y pesca.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"Importe de las transferencias a las universidades públicas de canarias para el apoyo a la investigación, dirigida al gobierno.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"Si la agencia canaria de investigación, innovación y sociedad de la información tiene alguna solución para que se recupere la señal de televisión en tuineje, dirigida a la sra. consejera de economía, conocimiento y empleo.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"Proyectos futuros y líneas estratégicas de investigación que ha puesto en marcha el laboratorio de investigación igual+lab en 2021, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"Aplicación de la tecnología blockchain a la administración regional como herramienta que fomente la innovación y la transformación digital, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
"Las nuevas tecnologías en las zonas rurales e implantación que tiene la fibra óptica en la gomera, dirigida al gobierno.","PRODUCCIÓN, TECNOLOGÍA E INVESTIGACIÓN"
