ID_INICIATIVA,LEGISLATURA,EXTRACTO,F_CREACION,SITUACION,PROCEDIMIENTO,TIPO_FINALIZACION,TIPO_DESCRIPCION
"10L/PE-4732","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip monseñor socorro lantigua, en teror, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4733","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip montaña pelada, en granadilla de abona, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4734","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip montaña roja, en granadilla de abona, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4735","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip pérez valero, en arona, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4736","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip princesa tejina, en san cristóbal de la laguna, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4737","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip san josé de calasanz, en puerto del rosario, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4738","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip san juan, en haría, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4739","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip santa cruz de california, en santa cruz de tenerife, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4740","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip santidad, en arucas, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4741","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceip virgen de los volcanes, en tinajo, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4742","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceo argana, en arrecife, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4743","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, el tercer curso del primer ciclo de educación infantil en el ceo manuel de falla, en la orotava, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4744","10","Criterios para implantar en el curso 2022/2023, con carácter de experiencia piloto, dos aulas del tercer curso del primer ciclo de educación infantil en las palmas de gran canaria y cuatro en santa cruz de tenerife, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4745","10","Criterios para no implantar en el curso 2022/2023, con carácter de experiencia piloto, ningún aula del tercer curso del primer ciclo de educación infantil en centros públicos en san bartolomé de tirajana, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4762","10","La naturaleza jurídica de la inmobiliaria social que ha puesto en marcha visocan, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-13","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4763","10","Los objetivos de la inmobiliaria social que ha puesto en marcha visocan, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-13","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4787","10","Medidas para el fomento de la utilización de productos ecológicos y de producción canaria en los centros sanitarios y sociosanitarios, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4788","10","Medidas para el fomento de la utilización de productos ecológicos y de producción canaria en los centros educativos, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4518","10","Medidas previstas para apoyar a las canarias y canarios que cumplen condena en el extranjero, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-02-04","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4486","10","Previsión de realización de test de antígenos en los centros educativos entre el alumnado y personal docente y no docente, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-25","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4487","10","Acciones para desarrollar el plan de frutas y verduras en los centros educativos en este curso 2021/2022, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-25","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4488","10","Presupuesto invertido en fitur 2022, dirigida a la sra. consejera de turismo, industria y comercio.","2022-01-25","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4746","10","Criterios para no implantar en el curso 2022/2023, con carácter de experiencia piloto, ningún aula del tercer curso del primer ciclo de educación infantil en centros públicos en santa lucía, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4747","10","Criterios para no implantar en el curso 2022/2023, con carácter de experiencia piloto, ningún aula del tercer curso del primer ciclo de educación infantil en centros públicos en telde, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-01","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4764","10","El presupuesto con el que cuenta la inmobiliaria social que ha puesto en marcha visocan, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-13","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4793","10","Número de centros integrados de formación profesional que se han construido, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4794","10","Medidas a tomar para garantizar el cumplimento de las resoluciones sancionadoras n.º 866 de 14 de diciembre de 2020 y n.º 1259 de 30 de noviembre de 2021 de la agencia canaria de protección del medio natural, dirigida al gobierno.","2022-04-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4797","10","La distribución de los fondos destinados a la construcción, adaptación y equipamiento de plazas de educación infantil de 0 a 3 años, con descripción detallada por islas y municipios, y cuantías, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-25","Cerrada","Ordinario","Retirada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4798","10","El reparto de los 774 profesionales sanitarios entre las distintas áreas de salud y años de contratación, dirigida al sr. consejero de sanidad.","2022-04-25","Cerrada","Ordinario","Retirada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4799","10","El reparto de los 774 profesionales sanitarios entre las distintas áreas de salud y en cada una de las categorías profesionales, dirigida al sr. consejero de sanidad.","2022-04-25","Cerrada","Ordinario","Retirada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4789","10","Cumplimento de condiciones de habitabilidad de inmuebles relacionados, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-04-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4790","10","Número de menores atendidos y tutelados en inmuebles relacionados, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-04-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4791","10","Número de trabajadores sociales que atienden a los menores en inmuebles relacionados, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-04-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4792","10","Número de centros integrados de formación profesional de nueva construcción que se han previsto, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-21","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4519","10","La aprobación del reglamento según ordena la disposición final decimoquinta del decreto-ley 15/2020, de 10 de septiembre, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-02-07","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4540","10","Estado en que quedaron los edificios de las 90 viviendas en puerto del rosario después del proyecto de área de rehabilitación integral, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-02-15","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4541","10","Motivos por los que no se ha abonado la parte correspondiente en el ari 90 viviendas en puerto del rosario, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-02-15","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4542","10","Conocimiento de los informes técnicos que alertan sobre el peligro en las viviendas 90 y 91 en puerto del rosario que tienen las obras de la instalación de tuberías de combustible, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-02-15","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4543","10","La calificación de utilidad pública a las obras de instalación y renovación de tuberías de transado de combustible en puerto del rosario, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-02-15","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4748","10","Centros escolares públicos adheridos al programa ecocomedores de canarias, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-05","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4800","10","El contrato de adquisición de 48000 test pcr realizado por el servicio canario de la salud en el primer semestre de 2021 por un coste de 720.000 euros, dirigida al sr. consejero de sanidad.","2022-04-25","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4765","10","Distribución entre actuaciones de los fondos europeos recibidos por la comunidad autónoma en 2021, respecto a los 295,9 millones de euros del programa react-ue en 2021, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-04-18","Cerrada","Ordinario","Retirada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4766","10","Distribución exacta entre las actuaciones y programas de los fondos europeos recibidos por la comunidad autónoma en 2021, respecto a los 639,79 millones de euros del programa de mrr, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-04-18","Cerrada","Ordinario","Retirada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4767","10","Distribución exacta entre todas las actuaciones y programas, indicando cantidad ejecutada, pendiente y porcentaje de ejecución, de los fondos europeos recibidos por la comunidad autónoma en 2021, respecto a los 639,79 millones de euros del programa mrr, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-04-18","Cerrada","Ordinario","Retirada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4768","10","Razón de la baja ejecución de las actuaciones referida a los fondos europeos recibidos por la comunidad autónoma en 2021, del programa mrr, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-04-18","Cerrada","Ordinario","Retirada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4769","10","Medidas concretas para reducir y eliminar los vertidos al mar, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-04-18","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4770","10","El operativo de vigilancia que se ha puesto en marcha en la palma para rastrear especímenes del mosquito aedes aegypti, dirigida al sr. consejero de sanidad.","2022-04-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4771","10","Resultado conseguido con el operativo de rastreo del mosquito aedes aegypti en la palma, dirigida al sr. consejero de sanidad.","2022-04-18","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4562","10","Ralentización de la obra de reforma del consultorio local de cardones, desde mediados del mes de febrero, dirigida al sr. consejero de sanidad.","2022-02-23","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4563","10","Gestiones para que canarias se convierta en sede permanente de uno de los buques oceanográficos y de investigación del instituto español de oceanografía, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-02-23","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4564","10","Fecha de las solicitudes de valoración del grado de discapacidad, o revisión del mismo, más antiguas en la lista de espera actual, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-02-24","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4749","10","Implantación de las unidades de atención temprana, dirigida al sr. consejero de sanidad.","2022-04-06","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4750","10","Intervenciones previstas en el puerto de órzola, haría, para 2022, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-06","Cerrada","Ordinario","Rechazada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4751","10","Intervenciones previstas en el puerto de caleta de sebo, la graciosa, para 2022, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-06","Cerrada","Ordinario","Rechazada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4752","10","La convocatoria de la ayuda al alquiler para personas jóvenes de 2022, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-06","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4753","10","Los datos de lista de espera para psicología en el hospital dr. josé molina orosa, dirigida al sr. consejero de sanidad.","2022-04-06","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4754","10","Los datos de lista de espera para psiquiatría en el hospital dr. josé molina orosa, dirigida al sr. consejero de sanidad.","2022-04-06","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4366","10","El expediente de contratación administrativa del servicio de transportes para las personas en situación de dependencia derivada de la discapacidad física del cadf de el sauzal, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-01-04","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4772","10","Criterio seguido para otorgar las subvenciones de no concurrencia en materia de comercio durante 2021, dirigida a la sra. consejera de turismo, industria y comercio.","2022-04-19","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4773","10","Motivos por los que no se ha puesto en funcionamiento la residencia de mayores en guía de isora, finalizada desde noviembre de 2019, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4565","10","Soluciones a las quejas de la comunidad educativa del ceip punta larga, en candelaria, sobre la precariedad del servicio del comedor escolar producida al intentar privatizar este servicio, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-02-24","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4654","10","Previsión de dotar al valle de aridane de una ambulancia con carácter permanente para atender las necesidades de los afectados por el volcán, dirigida al sr. consejero de sanidad.","2022-03-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4655","10","Previsión de elaborar e implantar un plan específico de atención psicológica para atender a los afectados por el volcán, dirigida al sr. consejero de sanidad.","2022-03-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4370","10","Las obras de mejora y acondicionamiento de la zarza y la zarcita, en la palma, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4376","10","Acuerdo al que se llegó con el estado en el marco de la hoja de ruta canarias progreso 2030, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4378","10","Media de documentos electrónicos que firma la administración pública canaria al día, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4380","10","Descargas realizadas de la app móvil identifica gobcan, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4382","10","El coste que ha tenido la implantación de textualización de las grabaciones de las vistas judiciales, dirigida al sr. consejero de administraciones públicas, justicia y seguridad.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4383","10","Acuerdos que se cerraron en la última reunión mantenida con la alcaldesa de san bartolomé de tirajana y la comisión del puerto de santa águeda, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-11","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4774","10","Razones por las que no se amplía el número de usuarios en el centro de día de mayores de abades, en arico, dirigida a la sra. consejera de derechos sociales, igualdad, diversidad y juventud.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4775","10","Previsión para la construcción de un nuevo colegio en abades, arico, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-20","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4776","10","Situación de las obras del ies guaza y previsión de finalización, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-20","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4777","10","El proyecto para el pabellón andrés orozco de arafo y fecha de ejecución, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4778","10","Motivo de eliminación de estudios de formación profesional en el ies domingo pérez minik, dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4779","10","Previsión de empezar las obras de techado en el ceip el puertito, en güímar,  dirigida a la sra. consejera de educación, universidades, cultura y deportes.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4780","10","Actuaciones previstas para ordenar la entrada y salida en la tf-42 a la altura del hospital del norte, en icod de los vinos, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4781","10","Solución para la entrada y salida de personas y vehículos a la entrada del barrio de la rambla, en san juan de la rambla, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4782","10","Actuaciones previstas para la mejora en el acceso al polígono industrial de güímar por la rotonda de el carretón, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4783","10","Proyectos para la construcción de viviendas de protección oficial en guía de isora, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4784","10","Actuaciones/obras previstas en el centro de salud de el puertito de güímar, dirigida al sr. consejero de sanidad.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4785","10","Actuaciones en la mejora del frente marítimo desde la basílica hasta el parking del muelle en candelaria, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4786","10","Motivos por los que no se ha abierto al público la piscina municipal de candelaria, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-04-20","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4368","10","Modificaciones concretas en los pliegos de condiciones técnicas y administrativas respecto al concurso para la adjudicación de instalaciones y medios técnicos con destino a los servicios informativos de televisión canaria, dirigida al sr. administrador único de rtvc.","2022-01-07","Cerrada","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4398","10","Planes en cuanto a la continuidad o traslado de la actividad de la cementera sita en el puerto de santa águeda, en arguineguín, gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-14","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4399","10","Situación jurídica de la concesión administrativa en suelo portuario para la actividad de la cementera en el puerto de santa águeda, en arguineguín, gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-14","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4402","10","Reuniones de coordinación entre las diferentes administraciones públicas para valorar y buscar soluciones a la continuidad o traslado de la actividad de la cementera en el puerto de santa águeda, en arguineguín, gran canaria, dirigida al sr. consejero de obras públicas, transportes y vivienda.","2022-01-14","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4407","10","Operaciones de aval e importe total que ha otorgado avalcanarias desde 2020, distribuido por islas, dirigida al sr. consejero de hacienda, presupuestos y asuntos europeos.","2022-01-17","Cerrada","Ordinario","Retirada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4409","10","Realización de tareas por parte del personal contratado en el programa extraordinario de empleo social denominado puerto se mueve 2020, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4411","10","Medidas para potenciar y desarrollar la economía circular, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4413","10","Las pérdidas que ha tenido que cubrir la comunidad autónoma de la sociedad para el desarrollo económico de canarias, desde 2019, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4414","10","Medidas para facilitar el traslado de residuos entre islas, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4416","10","Medidas para agilizar los trámites e inscripción en la plataforma electrónica de gestión de residuos e-sir, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4417","10","Medidas para agilizar e implementar los trámites recogidos por el real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4418","10","Medidas para agilizar el alta de gestores y productores de residuos, en la línea que marca el real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4420","10","Tiempo medio en dar registro de alta, baja o modificación a los talleres de vehículos como pequeños productores de residuos, en cumplimiento del real decreto 553/2020, de 2 de junio, dirigida al sr. consejero de transición ecológica, lucha contra el cambio climático y planificación territorial.","2022-01-17","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4421","10","Destino concreto de 1.252.384 euros de la partida 186g0162, ampliación del hospital de fuerteventura: módulos c y e, en el presupuesto de canarias para 2022, dirigida al sr. consejero de sanidad.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4422","10","Destino concreto de 1.396.675 euros de la partida 216g0348 c18. i1, plan renovación tecnologías sanitarias en scs para fuerteventura, en el presupuesto de canarias para 2022, dirigida al sr. consejero de sanidad.","2022-01-17","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4795","10","Motivos por los que no se ha justificado el proyecto acciones de apoyo a la internacionalización (best in gc), subvencionado en 2020, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-04-22","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4796","10","Destino del dinero del proyecto 217g0094, acciones de apoyo a la internacionalización (best in gc), no ejecutado en 2021, dirigida a la sra. consejera de economía, conocimiento y empleo.","2022-04-22","Cerrada","Ordinario","Contestada","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4801","10","Situación de la relación de puestos de trabajo del hospital universitario de la palma, plazas ocupadas y vacantes y vínculo administrativo laboral, dirigida al sr. consejero de sanidad.","2022-04-26","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
"10L/PE-4802","10","Número de licencias de pesca y marisqueo profesional, dirigida a la sra. consejera de agricultura, ganadería y pesca.","2022-04-26","En tramitación","Ordinario","","PREGUNTAS CON RESPUESTA POR ESCRITO"
